Region,Class,Confidence,Area_px2,Area_cm2,MaxFeret_px,MaxFeret_cm,MinFeret_px,MinFeret_cm,MaxFeret_angle_deg,MinFeret_angle_deg
1,Mass,0.7042168974876404,28783.0,84.06075150000001,234.36083984375,12.667203393554688,167.0,9.02635,132.05989977621664,180.0
2,COPD (72)%,0.7042168974876404,28783.0,84.06075150000001,234.36083984375,12.667203393554688,167.0,9.02635,132.05989977621664,180.0
